rok,celkem,gdp,hypo,inflation,wage_med,unemp,houseprice,RD,byty
2017-07-01,452199,0.00563177974368223,0.07000000000000028,0.7000000000000028,2.0598707005109986,-0.6000000000000001,1.4746000000000095,-0.3999999999999915,-0.30000000000001137
2017-10-01,452199,0.008622834750619646,-0.21999999999999975,0.29999999999999716,2.582287909767004,-0.19999999999999973,0.4831999999999965,-0.7000000000000028,-1.2999999999999972
2018-01-01,452199,0.004889191850393715,-0.040000000000000036,0.7999999999999972,2.1784585208489915,-0.10000000000000009,1.789999999999992,0.09999999999999432,1.2999999999999972
2018-04-01,439127,0.007320432624212003,-0.22000000000000064,0.20000000000000284,2.3612933751060012,-0.20000000000000018,2.6587999999999994,-0.5,0.10000000000000853
2018-07-01,439127,0.006095756826782761,-0.34999999999999964,1.0999999999999943,2.2914335300590096,0,2.2771000000000043,0.4000000000000057,-1.5
2018-10-01,439127,0.006955904673253244,-0.5300000000000002,0.20000000000000284,2.0843748738919885,-0.19999999999999973,2.074700000000007,-0.7999999999999972,-2.1000000000000085
2019-01-01,439127,0.008867614023309045,0.07000000000000028,1.0999999999999943,3.1139769159540123,0,1.0094999999999885,0,-1.7999999999999972
2019-04-01,425563,0.007829106673733932,0,0.5,1.7790239393490026,0,2.1088000000000022,3.200000000000003,-0.8999999999999915
2019-07-01,425563,0.005469800948166181,-0.1200000000000001,1.3000000000000114,2.080183993698995,0,1.7750000000000057,1.2999999999999972,0.29999999999999716
2019-10-01,425563,0.006271680598842977,-0.13999999999999968,0,1.4485657360799848,0.10000000000000009,2.2125000000000057,1,0.5999999999999943
2020-01-01,425563,-0.03446992318905018,0.0699999999999994,2.0999999999999943,1.2597976254270122,-0.20000000000000018,-0.07220000000000937,NA,NA
2020-04-01,NA,-0.0931434458068523,-0.37999999999999945,0,-5.9911947969760035,0.20000000000000018,1.7988,NA,NA
2020-07-01,NA,0.0649778521411406,-0.010000000000000231,1.5999999999999943,8.67316671507399,0.6999999999999997,2.3666000000000054,NA,NA
2020-10-01,NA,0.008025479674397928,0.23000000000000043,-0.5,1.9476176057659984,0.20000000000000018,3.976699999999994,NA,NA
2021-01-01,NA,-0.0031715551769480044,0.5099999999999998,1.3000000000000114,1.3016851350890022,0.10000000000000009,6.164899999999989,NA,NA
2021-04-01,NA,0.013812513124339176,0.33000000000000007,1,2.166480952240022,0.09999999999999964,5.206100000000021,NA,NA
2021-07-01,NA,0.01562072905712597,0.03000000000000025,2,1.934598964705998,-0.6999999999999997,7.855500000000006,NA,NA
