rok,celkem,gdp,hypo,inflation,wage_med,unemp,houseprice,RD,byty
2008-01-01,514006,NA,NA,NA,NA,NA,NA,-1.2000000000000028,-8.400000000000006
2008-04-01,453298,0.0067927547430031154,-0.1299999999999999,0.5,0.12329775412190713,-0.39999999999999947,3.5317000000000007,-0.20000000000000284,-3.4000000000000057
2008-07-01,453298,0.0016302923920541446,-0.08999999999999986,1.0999999999999943,0.4008558299665026,-0.10000000000000053,0.8485000000000014,0,-2.799999999999997
2008-10-01,453298,-0.018316316635516472,0,-0.29999999999999716,0.724667959789798,-0.20000000000000018,0.039699999999996294,-1.8999999999999915,-6.5
2009-01-01,453298,-0.034401768953145506,-0.08000000000000007,0.7000000000000028,0.8265307151581993,1.1000000000000005,-3.7299999999999898,-4.800000000000011,-11.5
2009-04-01,403200,-0.0038864691848043975,-0.1100000000000001,0.09999999999999432,0.6907121135703989,1.0999999999999996,-3.436000000000007,-5.299999999999997,-12.700000000000003
2009-07-01,403200,0.004401305538332068,0.11999999999999988,-0.29999999999999716,1.0211908050354026,0.7000000000000002,-0.2557999999999936,-2.8999999999999915,-3
2009-10-01,403200,9.644891677300649e-4,0.0900000000000003,-0.6000000000000085,0.9035645422441974,0.20000000000000018,-0.48750000000001137,-1,1.2000000000000028
2010-01-01,403200,0.006975309877585545,0.1299999999999999,1.4000000000000057,0.06543162570659433,0.5,-1.468199999999996,1.1999999999999886,4.799999999999997
2010-04-01,403200,0.011172810375498443,0.029999999999999805,0.5999999999999943,0.5672248075966024,-0.40000000000000036,-0.43720000000000425,2,7.299999999999997
2010-07-01,403200,0.008345224787635885,0.010000000000000231,0.4000000000000057,0.4327067156577016,0,-0.38589999999999236,0.7000000000000028,1.2999999999999972
2010-10-01,403200,0.0037499323137772933,0.009999999999999787,-0.7000000000000028,0.25984689339989586,-0.09999999999999964,0.2476000000000056,0.7999999999999972,0.8000000000000114
2011-01-01,403200,0.005960330025441607,0.20999999999999996,1.2999999999999972,0.7010073449526999,-0.20000000000000018,-0.9589000000000141,1.7000000000000028,0.5
2011-04-01,395591,0.0026068422097083044,0.15000000000000036,0.4000000000000057,0.6698978785738063,-0.09999999999999964,-0.11099999999999,0.6000000000000085,0.7999999999999972
2011-07-01,395591,-8.11161244293146e-4,0.20999999999999996,0.5999999999999943,0.5632615532167051,-0.3000000000000007,-0.7216000000000093,-0.10000000000000853,0.3999999999999915
2011-10-01,395591,8.379457285556668e-4,0.1299999999999999,-0.19999999999998863,0.6974369217015948,0,-1.334299999999999,-0.3999999999999915,0.10000000000000853
2012-01-01,395591,-0.0023556396069306373,0.22999999999999998,2.5,0.5502061163763017,0,-2.812599999999989,-1.7000000000000028,-0.7999999999999972
2012-04-01,369106,-0.004632891448300924,-0.06999999999999984,0.3999999999999915,-0.13606739471410378,0.3000000000000007,-0.2518000000000029,-0.7999999999999972,-0.8000000000000114
2012-07-01,369106,-0.0030658142689539147,-0.020000000000000018,0.29999999999999716,0.04736343534830212,0.1999999999999993,-0.19950000000000045,0.19999999999998863,0
2012-10-01,369106,-0.0023616251401161747,-0.010000000000000231,0.10000000000000853,3.0305310754298063,0.20000000000000018,-0.1313999999999993,0.30000000000001137,0.10000000000000853
2013-01-01,369106,-0.003624320749754162,0.25,1.0999999999999943,-3.248525975572406,-0.39999999999999947,-1.3819000000000017,0.5,-0.29999999999999716
2013-04-01,421567,0.0035999933403090267,-0.040000000000000036,0.20000000000000284,0.7633718342337943,0,0.3983999999999952,0.19999999999998863,1.1999999999999886
2013-07-01,421567,0.003518031518348508,0.27,0,0.5996094169012025,-0.20000000000000018,0.14990000000000236,0.9000000000000057,0.9000000000000057
2013-10-01,421567,0.012678765395234493,0.1499999999999999,-0.4000000000000057,0.4959594665314029,-0.10000000000000053,-0.1349000000000018,0.7999999999999972,0.29999999999999716
2014-01-01,421567,-0.005933304285104413,-0.029999999999999805,0.4000000000000057,1.066499257458105,-0.1999999999999993,0.8061000000000007,-0.09999999999999432,1.4000000000000057
2014-04-01,484299,0.010025380905450021,0.029999999999999805,0.09999999999999432,0.3316329138217924,-0.20000000000000018,0.6906000000000034,-0.29999999999999716,0.09999999999999432
2014-07-01,484299,0.010796406842901618,0.4300000000000006,0.4000000000000057,0.5511452108240036,-0.5,0.6260000000000048,-0.4000000000000057,-0.5999999999999943
2014-10-01,484299,0.012655996979933803,0.04999999999999982,-0.20000000000000284,0.77999965114049985,-0.20000000000000018,0.9078999999999979,-0.4000000000000057,0.3999999999999915
2015-01-01,484299,0.017990187714348238,0.16000000000000014,-0.29999999999999716,0.5835286993789026,0.2999999999999998,0.9162999999999926,0.4000000000000057,-0.19999999999998863
2015-04-01,490082,0.01442475781670538,0.0699999999999994,0.5999999999999943,1.1298622270656011,-0.5,0.43080000000000496,-0.7999999999999972,0.3999999999999915
2015-07-01,490082,0.010906201098659807,0.40000000000000036,0.30000000000001137,0.8885912128169906,-0.2999999999999998,1.2985999999999933,0.5,1.6000000000000085
2015-10-01,490082,0.006409461394623506,0.2599999999999998,-0.4000000000000057,1.115882615996,-0.40000000000000036,1.569500000000005,0.3999999999999915,0.3999999999999915
2016-01-01,490082,0.0016320949562693698,0.33999999999999986,0.09999999999999432,1.1631446508210104,-0.2999999999999998,0.8370000000000033,-1.0999999999999943,2.1000000000000085
2016-04-01,476610,0.003356338355644084,0.20000000000000018,0.6000000000000085,0.8005061574399974,-0.2999999999999998,1.57289999999999,1.5,3.799999999999997
2016-07-01,476610,0.008008776072625068,0.0600000000000005,0.20000000000000284,1.5468863640160038,0.20000000000000018,2.3862000000000023,0.7000000000000028,1.7999999999999972
2016-10-01,476610,0.00847686140699011,-0.020000000000000462,-0.10000000000000853,1.3137262224879862,-0.40000000000000036,4.4769000000000005,1.5,3.4000000000000057
2017-01-01,476610,0.015239158918614493,0.05999999999999961,1.5,1.7316879816340105,-0.2999999999999998,1.7515000000000072,1.0999999999999943,-0.5
2017-04-01,452199,0.027782662536584013,-0.08999999999999986,0.4000000000000057,2.2258410077379978,-0.10000000000000009,2.4676999999999936,0.29999999999999716,-2
